customer_id,name,dob,city,join_date
443,Naman Mohammad,1994-03-12,Lucknow,2024-11-09
444,Vijay Acharya,1995-05-29,Ahmedabad,2025-09-10
445,Sadhana Das,1984-08-05,Surat,2024-10-07
446,Simran Joshi,1995-12-03,Mumbai,2025-02-08
447,Akhil Pawar,1973-10-22,Kochi,2025-06-24
448,Tanmay Suri,1998-12-22,Thiruvananthapuram,2024-09-23
449,Esha Bansal,1979-02-15,Guwahati,2025-06-22
450,Chetan Vaidyanathan,1988-05-07,Jaipur,2025-09-24
451,Sourav Raina,1987-05-17,Surat,2024-12-06
452,Vinita Choudhury,1980-12-22,Bhopal,2025-07-26
453,Genelia Menon,2006-10-30,Kochi,2024-06-23
454,Prashant Pathan,1977-11-25,Chennai,2025-03-26
455,Kartik Rao,1964-11-30,Jaipur,2025-09-23
456,Huma Dhar,1962-04-17,Vadodara,2025-10-24
457,Shobha Shukla,1975-08-19,Kolkata,2025-07-25
458,Mandira Siddiqui,1982-12-17,Noida,2024-12-20
459,Anika Naik,1975-05-16,Guwahati,2024-12-02
460,Veena Reddy,2007-03-05,Mysore,2025-11-30
461,Saurabh Saxena,1996-05-28,Surat,2025-12-31
462,Monika Behera,1970-08-09,Visakhapatnam,2025-07-09
463,Harini Deshmukh,1969-07-10,Ahmedabad,2026-02-06
464,Garima Lahiri,1998-11-24,Bangalore,2024-11-22
465,Krishna Goyal,1977-03-12,Patna,2026-02-21
466,Chandra Begum,1986-10-22,Jaipur,2024-12-12
467,Pratik Prasad,1981-05-23,Mysore,2026-03-03
468,Manjari Sharma,1999-11-26,Mumbai,2026-01-03
469,Vihaan Verma,1973-11-10,Pune,2025-03-08
470,Urmila Mehta,1965-08-05,Patna,2025-01-15
471,Kavita Naidu,1964-09-06,Visakhapatnam,2025-12-19
472,Arpita Rajput,1961-01-31,Visakhapatnam,2026-03-03
473,Manav Malhotra,1979-09-23,Indore,2025-09-03
474,Tejas Kaul,2001-10-22,Thiruvananthapuram,2025-02-08
475,Ayush Menon,1987-08-15,Nagpur,2025-07-09
476,Sushma Rahman,1980-10-02,Nagpur,2026-03-03
477,Sachin Senapati,1956-10-16,Dehradun,2025-10-01
478,Nikhil Sodhi,1967-01-13,Thiruvananthapuram,2024-12-28
479,Kunti Dixit,1982-02-28,Bhopal,2025-09-06
480,Myra Sachdeva,1993-11-20,Kochi,2025-10-23
481,Tanuja Thakkar,1988-09-08,Guwahati,2025-10-24
482,Ravi Mohapatra,1956-08-29,Patna,2025-11-10
483,Deepak Subramanian,1980-11-24,Kochi,2026-02-17
484,Julianna Basu,2007-09-19,Delhi,2025-07-05
485,Anushka Garg,1978-12-10,Mumbai,2025-06-12
486,Himanshu Modi,2003-07-01,Guwahati,2025-11-24
487,Kalki Sen,1964-04-03,Mysore,2025-09-24
488,Aadi Patel,1962-02-05,Coimbatore,2025-11-28
489,Arun Thakur,1984-05-02,Thiruvananthapuram,2025-03-30
490,Rukmini Chopra,2004-05-20,Guwahati,2025-10-30
491,Mayank Sandhu,1982-05-11,Thiruvananthapuram,2026-02-03
492,Aadvik Brar,1993-04-21,Hyderabad,2026-03-03
493,Reyansh Parida,2004-11-10,Coimbatore,2025-10-31
494,Padmini Swamy,1984-10-06,Surat,2025-05-21
495,Deepika Chaturvedi,1963-09-17,Guwahati,2026-03-03
496,Vidya Rathore,2001-06-21,Nagpur,2026-03-03
497,Shweta Tandon,1960-05-03,Pune,2026-03-03
498,Fatima Warrier,1976-08-27,Coimbatore,2025-07-16
499,Abhijeet Pandey,1961-07-18,Coimbatore,2025-05-26
500,Pranav Deshpande,1993-09-30,Bangalore,2026-03-03
